Березень_ПОСТ2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";Температура модуля PM (внутрішня), °C;"QC (температура модуля)
";"Відносна вологість модуля PM (внутрішня), %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря (зовнішня)
";"QC (температура повітря)
";"Відносна вологість повітря (зовнішня), %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
11.03.2025 06:15;94.45;A;4212.93;A;4213.4;A;88.51;A;60.97;A;53.69;A;12.3;A;60.05;A;36;A;5.66;A;84.36;A;1007.85;A;31;A;0;A;5;A;74;A;0.33;A;116.67;A
11.03.2025 06:30;94.45;A;4213.33;A;4213.67;A;85.89;A;59.17;A;52.11;A;12.32;A;60.01;A;38;A;5.66;A;84.33;A;1007.6;A;33;A;0;A;5;A;70;A;0;A;26.67;A
11.03.2025 06:45;94.46;A;4213.13;A;4213.87;A;86.32;A;59.47;A;52.37;A;12.38;A;59.96;A;37;A;5.72;A;84.29;A;1007.54;A;32;A;0;A;5;A;73;A;0;A;70;A
11.03.2025 07:00;94.46;A;4213.47;A;4214.07;A;82.36;A;56.75;A;49.98;A;12.35;A;59.94;A;37;A;5.78;A;83.79;A;1007.45;A;32;A;0;A;5;A;75;A;0.33;A;116.67;A
11.03.2025 07:15;94.46;A;4213.4;A;4213.73;A;75.98;A;52.37;A;46.12;A;12.22;A;60.04;A;38;A;5.72;A;83.48;A;1007.61;A;33;A;0;A;5;A;65;A;0.33;A;100;A
11.03.2025 07:30;94.46;A;4213.53;A;4213.53;A;74.77;A;51.54;A;45.39;A;12.29;A;60;A;38;A;5.84;A;83.41;A;1007.55;A;33;A;0;A;5;A;78;A;0;A;33.33;A
11.03.2025 07:45;94.41;A;4204.93;A;4205;A;69.71;A;48.07;A;42.33;A;12.43;A;59.99;A;37;A;5.93;A;83.33;A;1007.77;A;32;A;0;A;5;A;84;A;0.33;A;193.33;A
11.03.2025 08:00;94.39;A;4212.6;A;4212.93;A;64.12;A;44.23;A;38.95;A;12.47;A;59.98;A;37;A;6.03;A;82.99;A;1007.77;A;30;A;0;A;7;A;90;A;0;A;36.67;A
11.03.2025 08:15;94.42;A;4212.73;A;4213.2;A;61.51;A;42.44;A;37.38;A;12.51;A;59.96;A;37;A;6.18;A;82.65;A;1007.76;A;29;A;0;A;8;A;83;A;0.33;A;133.33;A
11.03.2025 08:30;94.43;A;4212.93;A;4213.67;A;61.75;A;42.61;A;37.53;A;12.61;A;60.02;A;38;A;6.24;A;82.98;A;1007.91;A;30;A;0;A;8;A;81;A;0;A;136.67;A
11.03.2025 08:45;94.44;A;4212.93;A;4214.07;A;62.88;A;43.39;A;38.21;A;12.8;A;59.99;A;38;A;6.32;A;83.31;A;1007.78;A;30;A;0;A;7;A;76;A;0.33;A;120;A
11.03.2025 09:00;94.45;A;4213;A;4214.07;A;63.3;A;43.67;A;38.46;A;13;A;60;A;38;A;6.55;A;83.19;A;1007.56;A;30;A;0;A;8;A;84;A;0.33;A;163.33;A
11.03.2025 09:15;94.45;A;4213;A;4213.47;A;66.88;A;46.13;A;40.62;A;13.24;A;60.07;A;39;A;6.81;A;83.4;A;1007.33;A;29;A;0;A;10;A;104;A;0;A;93.33;A
11.03.2025 09:30;94.46;A;4213;A;4214.13;A;71.88;A;49.56;A;43.65;A;13.78;A;60.01;A;40;A;7.07;A;84.58;A;1007.19;A;32;A;0;A;7;A;102;A;0;A;140;A
11.03.2025 09:45;94.46;A;4212.87;A;4213.8;A;73.65;A;50.77;A;44.72;A;14.2;A;60.04;A;40;A;7.39;A;85.03;A;1007.1;A;33;A;0;A;6;A;105;A;0;A;143.33;A
11.03.2025 10:00;94.46;A;4212.87;A;4213.8;A;76.49;A;52.72;A;46.43;A;14.64;A;59.99;A;40;A;7.69;A;85.44;A;1007.01;A;32;A;0;A;8;A;113;A;0;A;70;A
11.03.2025 10:15;94.46;A;4212.87;A;4214.07;A;81.42;A;56.1;A;49.41;A;14.97;A;59.97;A;39;A;8;A;85.38;A;1006.94;A;32;A;0;A;7;A;119;A;0.33;A;16.67;A
11.03.2025 10:30;94.46;A;4212.87;A;4213.87;A;83.85;A;57.77;A;50.87;A;15.11;A;59.97;A;39;A;8.44;A;83.89;A;1006.8;A;33;A;0;A;7;A;117;A;0.33;A;3.33;A
11.03.2025 10:45;94.45;A;4212.93;A;4214.27;A;79.93;A;55.08;A;48.51;A;15.23;A;59.92;A;39;A;8.97;A;81.82;A;1006.76;A;32;A;0;A;8;A;119;A;0;A;163.33;A
11.03.2025 11:00;94.45;A;4212.87;A;4214.13;A;73.65;A;50.77;A;44.71;A;15.54;A;59.86;A;40;A;10.08;A;78.16;A;1006.36;A;32;A;0;A;8;A;119;A;0;A;163.33;A
11.03.2025 11:15;94.4;A;4196.67;A;4196.33;A;70.01;A;51.11;A;38.96;A;15.93;A;59.7;A;40;A;11.66;A;72.68;A;1005.92;A;33;A;0;A;7;A;115;A;0.33;A;110;A
11.03.2025 11:30;94.18;A;4195;A;4194.8;A;63.41;A;47.08;A;32.44;A;17.08;A;56.92;A;42;A;12.8;A;67.87;A;1005.57;A;34;A;0;A;7;A;114;A;0;A;156.67;A
11.03.2025 11:45;94.25;A;4210.6;A;4212.93;A;56.94;A;40.79;A;27.89;A;18.3;A;53.54;A;41;A;14.14;A;62.74;A;1005.27;A;33;A;0;A;8;A;116;A;0;A;90;A
11.03.2025 12:00;94.32;A;4211.47;A;4213.73;A;52.35;A;35.42;A;23.9;A;19.56;A;49.53;A;43;A;14.96;A;58.93;A;1004.85;A;35;A;0;A;7;A;112;A;0.67;A;226.67;A
11.03.2025 12:15;94.37;A;4211.8;A;4214.07;A;46.14;A;32.27;A;22.24;A;20.58;A;46.9;A;43;A;15.44;A;57.29;A;1004.86;A;34;A;0;A;10;A;117;A;0;A;156.67;A
11.03.2025 12:30;94.4;A;4212.67;A;4215;A;42.76;A;28.08;A;19.65;A;21.17;A;45.33;A;42;A;15.81;A;55.65;A;1004.89;A;33;A;0;A;9;A;113;A;0.33;A;200;A
11.03.2025 12:45;94.42;A;4212.87;A;4214.8;A;41.01;A;26.86;A;18.13;A;21.52;A;43.88;A;44;A;16.19;A;53.86;A;1004.57;A;35;A;0;A;9;A;119;A;0;A;146.67;A
11.03.2025 13:00;94.43;A;4212.8;A;4214.47;A;41.3;A;26.06;A;17.84;A;21.84;A;42.99;A;45;A;16.44;A;52.82;A;1004.28;A;36;A;0;A;9;A;124;A;0.67;A;150;A
11.03.2025 13:15;94.4;A;4200.13;A;4199.87;A;40.57;A;24.03;A;15.7;A;22.16;A;42.11;A;44;A;16.77;A;51.63;A;1004.29;A;35;A;0;A;9;A;126;A;0.67;A;163.33;A
11.03.2025 13:30;94.2;A;4197.67;A;4198.53;A;44.58;A;23.64;A;15.46;A;22.5;A;41.16;A;45;A;17.09;A;50.2;A;1004.03;A;36;A;0;A;9;A;133;A;0.33;A;140;A
11.03.2025 13:45;94.26;A;4210.67;A;4213.53;A;42.04;A;23.24;A;15.45;A;22.81;A;40.58;A;45;A;17.38;A;49.53;A;1003.96;A;36;A;0;A;9;A;133;A;0;A;40;A
11.03.2025 14:00;94.33;A;4211.47;A;4213.6;A;38.96;A;22.51;A;14.61;A;23.09;A;40.08;A;44;A;17.82;A;48.36;A;1003.59;A;35;A;0;A;10;A;141;A;0.33;A;100;A
11.03.2025 14:15;94.37;A;4211.93;A;4214.4;A;31.48;A;18.94;A;13.18;A;23.45;A;38.24;A;44;A;18.15;A;45.32;A;1003.48;A;34;A;0;A;10;A;139;A;0;A;86.67;A
11.03.2025 14:30;94.4;A;4212.53;A;4214.6;A;29.58;A;17.63;A;12.21;A;23.81;A;36.61;A;44;A;18.41;A;43.68;A;1003.25;A;34;A;0;A;10;A;129;A;0;A;53.33;A
11.03.2025 14:45;94.42;A;4209.6;A;4211;A;30.03;A;17.64;A;11.84;A;24.1;A;35.4;A;44;A;18.55;A;42.41;A;1003.29;A;34;A;0;A;10;A;126;A;0;A;83.33;A
11.03.2025 15:00;94.29;A;4200.27;A;4200.93;A;27.9;A;17.76;A;12.12;A;24.31;A;35.07;A;44;A;18.68;A;42.18;A;1003.32;A;34;A;0;A;10;A;127;A;0;A;26.67;A
11.03.2025 15:15;94.33;A;4211.4;A;4213.67;A;28.2;A;17.06;A;11.69;A;24.43;A;34.94;A;42;A;18.67;A;41.86;A;1003.15;A;33;A;0;A;9;A;129;A;0.33;A;90;A
11.03.2025 15:30;94.37;A;4211.8;A;4214.2;A;25.44;A;16.32;A;11.19;A;24.47;A;33.65;A;44;A;18.61;A;40.85;A;1003.17;A;34;A;0;A;10;A;121;A;0.33;A;243.33;A
11.03.2025 15:45;94.4;A;4212.4;A;4213.93;A;30.64;A;17.31;A;11.96;A;24.46;A;33.81;A;43;A;18.51;A;41.08;A;1003.07;A;32;A;0;A;10;A;127;A;0.33;A;183.33;A
11.03.2025 16:00;94.42;A;4212.67;A;4214.33;A;25.4;A;16.49;A;11.71;A;24.38;A;32.87;A;44;A;18.43;A;40.37;A;1003;A;32;A;0;A;11;A;119;A;0.33;A;270;A
11.03.2025 16:15;94.43;A;4213;A;4214.67;A;28.34;A;17.04;A;11.35;A;24.22;A;32.91;A;43;A;18.07;A;40.34;A;1002.95;A;32;A;0;A;10;A;121;A;0.33;A;143.33;A
11.03.2025 16:30;94.44;A;4212.8;A;4215.13;A;28.18;A;16.98;A;11.95;A;23.97;A;33.69;A;42;A;17.74;A;41.91;A;1002.96;A;32;A;0;A;11;A;127;A;0;A;180;A
11.03.2025 16:45;94.36;A;4192.13;A;4191.13;A;28.01;A;18.48;A;12.97;A;23.71;A;34.15;A;41;A;17.45;A;42.77;A;1002.85;A;31;A;0;A;10;A;131;A;0;A;43.33;A
11.03.2025 17:00;94.14;A;4196.47;A;4197.47;A;31.29;A;18.96;A;12.96;A;23.4;A;35.34;A;40;A;17.08;A;44.66;A;1003.05;A;29;A;0;A;11;A;141;A;0;A;193.33;A
11.03.2025 17:15;94.23;A;4210.33;A;4213.2;A;34.01;A;21.52;A;14.68;A;23.04;A;36.53;A;39;A;16.77;A;46.51;A;1003.33;A;28;A;0;A;11;A;152;A;0.33;A;130;A
11.03.2025 17:30;94.31;A;4211.53;A;4213.53;A;31.73;A;19.11;A;13.09;A;22.7;A;37.65;A;39;A;16.44;A;47.39;A;1003.36;A;28;A;0;A;12;A;140;A;0;A;103.33;A
11.03.2025 17:45;94.36;A;4211.8;A;4214.2;A;27.98;A;17.69;A;12.16;A;22.29;A;37.53;A;40;A;16.08;A;47.66;A;1003.32;A;29;A;0;A;11;A;125;A;0;A;83.33;A
11.03.2025 18:00;94.39;A;4212.4;A;4214;A;28.12;A;16.78;A;11.71;A;21.87;A;38.07;A;39;A;15.67;A;48.63;A;1003.38;A;30;A;0;A;10;A;124;A;0.33;A;273.33;A
11.03.2025 18:15;94.41;A;4212.87;A;4214.73;A;26.72;A;17.13;A;11.76;A;21.48;A;38.94;A;39;A;15.31;A;49.67;A;1003.57;A;29;A;0;A;10;A;125;A;0;A;173.33;A
11.03.2025 18:30;94.43;A;4212.87;A;4214.73;A;28.23;A;17.59;A;12.46;A;21.13;A;37.53;A;39;A;15.11;A;46.4;A;1003.62;A;30;A;0;A;9;A;124;A;0.33;A;130;A
11.03.2025 18:45;94.44;A;4212.8;A;4214.53;A;27.55;A;18.25;A;13.1;A;20.82;A;37.17;A;39;A;14.78;A;46.95;A;1003.47;A;29;A;0;A;10;A;136;A;0;A;206.67;A
11.03.2025 19:00;94.4;A;4198.27;A;4197.6;A;32.3;A;21.45;A;15.22;A;20.53;A;38.34;A;39;A;14.43;A;49.31;A;1003.49;A;27;A;0;A;11;A;167;A;0;A;123.33;A
11.03.2025 19:15;94.17;A;4195.4;A;4195.4;A;35.61;A;22.08;A;15.49;A;20.21;A;40.15;A;38;A;14.08;A;51.56;A;1003.36;A;28;A;0;A;10;A;167;A;0;A;170;A
11.03.2025 19:30;94.24;A;4210.47;A;4212.73;A;31.5;A;19.75;A;13.88;A;19.86;A;40.87;A;39;A;13.7;A;52.35;A;1003.53;A;31;A;0;A;9;A;128;A;0;A;56.67;A
11.03.2025 19:45;94.32;A;4211.6;A;4213.67;A;31.08;A;20.76;A;14.63;A;19.51;A;41.52;A;40;A;13.38;A;53.56;A;1003.67;A;30;A;0;A;10;A;139;A;0.67;A;340;A
11.03.2025 20:00;94.37;A;4211.8;A;4214;A;37.3;A;23.58;A;16.01;A;19.17;A;43.6;A;38;A;12.99;A;56.85;A;1003.74;A;29;A;0;A;9;A;144;A;0.33;A;343.33;A
11.03.2025 20:15;94.4;A;4212.87;A;4214.4;A;35.73;A;22.68;A;16.27;A;18.8;A;45;A;37;A;12.58;A;58.64;A;1003.62;A;28;A;0;A;9;A;146;A;0;A;273.33;A
11.03.2025 20:30;94.4;A;4204.33;A;4205.13;A;37.92;A;23.56;A;15.86;A;18.45;A;46;A;40;A;12.32;A;59.85;A;1003.53;A;31;A;0;A;9;A;125;A;0.33;A;230;A
11.03.2025 20:45;94.27;A;4203;A;4203.93;A;37.27;A;24.45;A;16.47;A;18.11;A;47.26;A;40;A;12;A;61.76;A;1003.59;A;29;A;0;A;11;A;118;A;0;A;200;A
11.03.2025 21:00;94.33;A;4211.6;A;4213.6;A;36.29;A;24.63;A;16.63;A;17.82;A;48.45;A;39;A;11.81;A;63.01;A;1003.6;A;28;A;0;A;10;A;122;A;0;A;273.33;A
11.03.2025 21:15;94.37;A;4211.93;A;4214.07;A;36.26;A;25.83;A;17.23;A;17.62;A;49.66;A;39;A;11.7;A;64.24;A;1003.71;A;31;A;0;A;8;A;121;A;0;A;346.67;A
11.03.2025 21:30;94.4;A;4212.73;A;4214.4;A;40.38;A;26.31;A;18.33;A;17.45;A;50.36;A;39;A;11.45;A;65.86;A;1003.69;A;28;A;0;A;10;A;125;A;0.33;A;333.33;A
11.03.2025 21:45;94.42;A;4212.87;A;4214.33;A;41.98;A;28.12;A;18.74;A;17.23;A;52.13;A;38;A;11.17;A;68.39;A;1003.52;A;30;A;0;A;9;A;121;A;0;A;230;A
11.03.2025 22:00;94.29;A;4186.47;A;4183.87;A;43.93;A;29.25;A;19.81;A;17.01;A;53.83;A;39;A;10.95;A;70.83;A;1003.73;A;30;A;0;A;9;A;125;A;0.33;A;230;A
11.03.2025 22:15;94.22;A;4210.53;A;4213;A;45.42;A;30;A;20.41;A;16.76;A;55.5;A;38;A;10.7;A;73.19;A;1003.75;A;30;A;0;A;8;A;119;A;0.33;A;223.33;A
11.03.2025 22:30;94.31;A;4211.6;A;4213.73;A;48.39;A;33.35;A;21.89;A;16.5;A;57.23;A;39;A;10.5;A;75.4;A;1003.56;A;32;A;0;A;7;A;115;A;1;A;346.67;A
11.03.2025 22:45;94.36;A;4211.8;A;4213.73;A;49.22;A;33.06;A;22.7;A;16.24;A;58.76;A;38;A;10.33;A;76.96;A;1003.53;A;30;A;0;A;8;A;115;A;0;A;340;A
11.03.2025 23:00;94.39;A;4212.73;A;4213.87;A;47.77;A;33;A;22.58;A;16.01;A;59.71;A;38;A;10.21;A;77.95;A;1003.4;A;32;A;0;A;6;A;109;A;0.67;A;230;A
11.03.2025 23:15;94.42;A;4212.8;A;4214.07;A;36.76;A;25.46;A;22.43;A;16;A;60.04;A;38;A;10.11;A;78.72;A;1003.32;A;32;A;0;A;6;A;106;A;1;A;343.33;A
11.03.2025 23:30;94.43;A;4212.87;A;4214.2;A;37.56;A;26.01;A;22.91;A;16.01;A;60.02;A;37;A;10.03;A;79.17;A;1003.25;A;30;A;0;A;6;A;107;A;0.67;A;340;A
11.03.2025 23:45;94.44;A;4212.8;A;4214.47;A;36.87;A;25.54;A;22.49;A;16.08;A;60.01;A;36;A;10.05;A;79.34;A;1003.4;A;29;A;0;A;6;A;103;A;0;A;10;A
12.03.2025 00:00;94.45;A;4212.8;A;4214.13;A;37.11;A;25.7;A;22.64;A;16.16;A;59.98;A;36;A;10.1;A;79.25;A;1003.31;A;28;A;0;A;8;A;106;A;0.33;A;230;A
12.03.2025 00:15;94.45;A;4212.8;A;4214.73;A;36.53;A;25.3;A;22.29;A;16.28;A;60.02;A;36;A;10.12;A;79.75;A;1003.33;A;29;A;0;A;7;A;103;A;0.67;A;223.33;A
12.03.2025 00:30;94.45;A;4213;A;4215;A;36.18;A;25.06;A;22.08;A;16.43;A;60.01;A;36;A;10.16;A;80.18;A;1002.91;A;29;A;0;A;8;A;101;A;1;A;350;A
12.03.2025 00:45;94.45;A;4212.8;A;4214.47;A;36.22;A;25.09;A;22.1;A;16.56;A;60.03;A;36;A;10.17;A;80.71;A;1002.54;A;28;A;0;A;8;A;105;A;0;A;83.33;A
12.03.2025 01:00;94.45;A;4212.87;A;4214.53;A;37.1;A;25.7;A;22.63;A;16.72;A;60;A;36;A;10.17;A;81.29;A;1002.35;A;29;A;0;A;7;A;102;A;0.67;A;270;A
12.03.2025 01:15;94.46;A;4212.8;A;4214.07;A;35.67;A;24.71;A;21.77;A;16.78;A;60.03;A;35;A;10.22;A;81.5;A;1002.07;A;30;A;0;A;5;A;99;A;0;A;23.33;A
12.03.2025 01:30;94.46;A;4212.87;A;4214.2;A;36.78;A;25.48;A;22.44;A;16.97;A;59.98;A;34;A;10.21;A;82.16;A;1002.41;A;29;A;0;A;6;A;98;A;0;A;90;A
12.03.2025 01:45;94.46;A;4212.8;A;4214;A;36;A;24.94;A;21.97;A;17.03;A;60.13;A;35;A;10.14;A;83.27;A;1002.59;A;29;A;0;A;6;A;98;A;0;A;180;A
12.03.2025 02:00;94.46;A;4212.87;A;4214.4;A;35.53;A;24.62;A;21.68;A;17.22;A;59.96;A;34;A;10.14;A;83.89;A;1002.86;A;29;A;0;A;6;A;96;A;0.33;A;273.33;A
12.03.2025 02:15;94.46;A;4212.93;A;4214.07;A;35.59;A;24.66;A;21.72;A;17.06;A;59.9;A;35;A;10.08;A;83.04;A;1002.76;A;29;A;0;A;6;A;98;A;0.67;A;226.67;A
12.03.2025 02:30;94.45;A;4212.93;A;4214.67;A;36.87;A;25.54;A;22.5;A;16.87;A;60.01;A;35;A;10.05;A;82.72;A;1002.29;A;29;A;0;A;6;A;107;A;0.67;A;260;A
12.03.2025 02:45;94.45;A;4212.93;A;4214.6;A;35.96;A;24.91;A;21.94;A;16.81;A;59.98;A;34;A;10.13;A;82.17;A;1001.76;A;27;A;0;A;7;A;106;A;0;A;146.67;A
12.03.2025 03:00;94.44;A;4207.87;A;4208.4;A;35.77;A;24.78;A;21.83;A;16.78;A;59.93;A;35;A;10.16;A;81.51;A;1001.65;A;30;A;0;A;5;A;107;A;0.33;A;140;A
12.03.2025 03:15;94.3;A;4201.87;A;4201.53;A;36.19;A;25.08;A;22.09;A;16.51;A;60.01;A;35;A;10.03;A;81.44;A;1001.25;A;29;A;0;A;7;A;106;A;0;A;133.33;A
12.03.2025 03:30;94.34;A;4211.8;A;4213.33;A;35.73;A;24.76;A;21.8;A;16.44;A;60.04;A;34;A;9.94;A;81.58;A;1001.46;A;29;A;0;A;6;A;105;A;0;A;43.33;A
12.03.2025 03:45;94.38;A;4212.33;A;4213.47;A;35.03;A;24.28;A;21.39;A;16.45;A;59.98;A;35;A;9.91;A;81.53;A;1000.33;A;29;A;0;A;6;A;103;A;0.33;A;153.33;A
12.03.2025 04:00;94.41;A;4212.8;A;4213.8;A;33.6;A;23.29;A;20.52;A;16.41;A;59.96;A;36;A;9.99;A;81.2;A;1000.38;A;31;A;0;A;5;A;103;A;0;A;103.33;A
12.03.2025 04:15;94.42;A;4212.8;A;4213.6;A;33.45;A;23.19;A;20.43;A;16.42;A;59.97;A;36;A;9.99;A;81.24;A;1000.47;A;31;A;0;A;5;A;103;A;0.67;A;160;A
12.03.2025 04:30;94.44;A;4212.8;A;4214.13;A;32.84;A;22.77;A;20.06;A;16.4;A;60;A;37;A;10.12;A;80.62;A;1000.16;A;30;A;0;A;6;A;104;A;0;A;83.33;A
12.03.2025 04:45;94.44;A;4213;A;4214.73;A;31.75;A;22.03;A;19.4;A;16.4;A;59.98;A;36;A;10.18;A;80.25;A;1000.27;A;30;A;0;A;6;A;103;A;0;A;46.67;A
12.03.2025 05:00;94.44;A;4212.8;A;4214;A;30.92;A;21.46;A;18.9;A;16.33;A;59.99;A;37;A;10.19;A;79.95;A;999.95;A;31;A;0;A;5;A;100;A;0.33;A;203.33;A
12.03.2025 05:15;94.45;A;4212.87;A;4214.33;A;30.05;A;20.86;A;18.37;A;16.32;A;60.02;A;36;A;10.12;A;80.34;A;1000.14;A;30;A;0;A;6;A;98;A;0.67;A;130;A
12.03.2025 05:30;94.45;A;4212.87;A;4214.13;A;29.54;A;20.51;A;18.07;A;16.39;A;60.01;A;36;A;10.18;A;80.33;A;1000.21;A;31;A;0;A;5;A;101;A;0.33;A;100;A
12.03.2025 05:45;94.44;A;4205.93;A;4205.93;A;27.92;A;19.4;A;17.09;A;16.41;A;60;A;36;A;10.11;A;80.62;A;1000.15;A;30;A;0;A;6;A;98;A;0;A;83.33;A
12.03.2025 06:00;94.21;A;4186.8;A;4185.67;A;26.81;A;18.64;A;16.42;A;16.48;A;60.03;A;35;A;10.03;A;81.24;A;999.92;A;30;A;0;A;6;A;90;A;0.33;A;340;A
12.03.2025 06:15;94.22;A;4210.4;A;4212.4;A;25.65;A;17.84;A;15.72;A;16.54;A;60;A;35;A;9.96;A;81.84;A;1000;A;29;A;0;A;6;A;87;A;0;A;346.67;A
12.03.2025 06:30;94.3;A;4211.6;A;4213;A;25.5;A;17.74;A;15.63;A;16.55;A;60.02;A;34;A;9.88;A;82.27;A;999.96;A;29;A;0;A;5;A;87;A;0;A;240;A
12.03.2025 06:45;94.36;A;4212;A;4213.6;A;25.57;A;17.78;A;15.66;A;16.69;A;60.03;A;34;A;9.95;A;82.61;A;1000.05;A;29;A;0;A;5;A;85;A;0;A;80;A
12.03.2025 07:00;94.39;A;4212.53;A;4213.53;A;24.75;A;17.23;A;15.17;A;16.79;A;59.99;A;34;A;10.1;A;82.31;A;1000.11;A;29;A;0;A;5;A;82;A;0;A;90;A
12.03.2025 07:15;94.41;A;4212.73;A;4213.6;A;24.94;A;17.36;A;15.29;A;16.92;A;59.96;A;34;A;10.38;A;81.75;A;1000.16;A;29;A;0;A;5;A;83;A;0;A;73.33;A
12.03.2025 07:30;94.42;A;4212.73;A;4214.47;A;24.73;A;17.21;A;15.16;A;17.11;A;59.9;A;32;A;10.99;A;79.63;A;1000.15;A;28;A;0;A;4;A;86;A;0;A;110;A
12.03.2025 07:45;94.44;A;4212.73;A;4214.47;A;29.15;A;19.17;A;14.84;A;17.18;A;59.87;A;33;A;11.53;A;77.43;A;1000.27;A;28;A;0;A;5;A;85;A;0.33;A;46.67;A
12.03.2025 08:00;94.32;A;4195.67;A;4194.6;A;37.38;A;22.65;A;15.08;A;17.44;A;59.32;A;33;A;11.78;A;76.17;A;1000.61;A;27;A;0;A;6;A;84;A;0;A;113.33;A
12.03.2025 08:15;94.31;A;4211.4;A;4213.4;A;38.19;A;22.56;A;14.59;A;17.94;A;57.93;A;32;A;12.24;A;74.73;A;1000.76;A;26;A;0;A;6;A;87;A;0;A;226.67;A
12.03.2025 08:30;94.36;A;4211.8;A;4213.87;A;36.77;A;22.32;A;14.48;A;18.36;A;56.59;A;32;A;12.35;A;74.23;A;1000.8;A;25;A;0;A;7;A;89;A;0.33;A;113.33;A
12.03.2025 08:45;94.4;A;4212.53;A;4214.67;A;39.19;A;22.7;A;14.61;A;18.59;A;56.35;A;31;A;12.97;A;72.76;A;1000.73;A;23;A;0;A;8;A;99;A;0.33;A;343.33;A
12.03.2025 09:00;94.42;A;4212.87;A;4214.6;A;38.23;A;21.8;A;14.18;A;19.21;A;54.93;A;30;A;13.77;A;69.79;A;1000.85;A;22;A;0;A;8;A;105;A;0.33;A;343.33;A
12.03.2025 09:15;94.43;A;4212.87;A;4214.6;A;38.84;A;22.08;A;14.13;A;19.99;A;53.25;A;29;A;14.73;A;66.27;A;1000.96;A;21;A;0;A;8;A;135;A;0.33;A;226.67;A
12.03.2025 09:30;94.44;A;4212.73;A;4214.47;A;33.15;A;19.61;A;13.26;A;21.03;A;50.45;A;30;A;15.68;A;63.15;A;1001.12;A;21;A;0;A;9;A;102;A;0.33;A;240;A
12.03.2025 09:45;94.44;A;4212.8;A;4214.87;A;34.59;A;19.25;A;12.54;A;22.02;A;48.45;A;29;A;16.4;A;60.9;A;1001.22;A;20;A;0;A;9;A;108;A;0;A;56.67;A
12.03.2025 10:00;94.43;A;4204.53;A;4206.67;A;30.84;A;19.31;A;12.33;A;22.82;A;46.25;A;30;A;16.64;A;59.67;A;1001.28;A;22;A;0;A;8;A;114;A;0;A;160;A
12.03.2025 10:15;94.2;A;4185.73;A;4184.33;A;29.23;A;17.08;A;11.54;A;23.15;A;45.52;A;28;A;16.89;A;57.81;A;1001.21;A;20;A;0;A;8;A;123;A;0.33;A;130;A
12.03.2025 10:30;94.19;A;4209.67;A;4213.4;A;26;A;16.37;A;10.86;A;23.48;A;44.18;A;28;A;17.65;A;55.71;A;1001.35;A;21;A;0;A;7;A;122;A;0;A;116.67;A
12.03.2025 10:45;94.28;A;4210.93;A;4214.13;A;22.74;A;13.71;A;9.47;A;24.08;A;42.87;A;28;A;18.24;A;53.83;A;1001.57;A;21;A;0;A;7;A;123;A;0;A;116.67;A
12.03.2025 11:00;94.34;A;4211.67;A;4214.47;A;23.51;A;13.87;A;9.41;A;24.66;A;41.93;A;29;A;18.66;A;53.33;A;1001.72;A;21;A;0;A;9;A;159;A;0.33;A;196.67;A
12.03.2025 11:15;94.38;A;4211.8;A;4214.4;A;21.5;A;14.14;A;9.55;A;25.15;A;41.36;A;28;A;19.12;A;51.95;A;1001.88;A;20;A;0;A;8;A;162;A;0.33;A;90;A
12.03.2025 11:30;94.4;A;4212.2;A;4215.13;A;20.09;A;12.76;A;9.23;A;25.73;A;40.71;A;29;A;19.77;A;50.97;A;1002;A;21;A;0;A;8;A;167;A;0;A;0;A
12.03.2025 11:45;94.42;A;4212.67;A;4215;A;19.56;A;12.01;A;8.59;A;26.24;A;39.6;A;30;A;20.1;A;49.96;A;1002.04;A;22;A;0;A;8;A;150;A;0;A;86.67;A
12.03.2025 12:00;94.43;A;4212.67;A;4215.13;A;17.77;A;11;A;7.47;A;26.64;A;38.66;A;31;A;20.29;A;49.52;A;1002.03;A;21;A;0;A;10;A;162;A;0.33;A;130;A
12.03.2025 12:15;94.44;A;4211.27;A;4212.93;A;15.68;A;10.3;A;6.95;A;26.82;A;38.17;A;31;A;20.19;A;49.34;A;1001.94;A;23;A;0;A;8;A;133;A;0;A;20;A
12.03.2025 12:30;94.27;A;4188.33;A;4187.4;A;14.53;A;10;A;6.75;A;26.75;A;38.37;A;31;A;20.24;A;49.45;A;1001.88;A;22;A;0;A;9;A;145;A;0.67;A;53.33;A
