Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
(in display TZ);value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc
14.02.2025 02:45;95.38;A;4214.13;A;4211.6;A;128.98;A;89.73;A;77;A;1.19;A;59.97;A;17;A;-4.69;A;82.59;A;1017.82;A;0;A;18;A;21;A;626;A;0;A;196.67;A
14.02.2025 03:00;95.38;A;4213.73;A;4211.6;A;134.27;A;93.95;A;78.24;A;1.04;A;60.01;A;17;A;-4.84;A;82.7;A;1017.62;A;0;A;17;A;21;A;625;A;0;A;190;A
14.02.2025 03:15;95.38;A;4213.87;A;4211.73;A;140.19;A;97.35;A;84.32;A;0.94;A;59.99;A;18;A;-4.99;A;83.01;A;1017.46;A;0;A;19;A;21;A;693;A;0;A;136.67;A
14.02.2025 03:30;95.38;A;4213.87;A;4211.8;A;150.89;A;105.81;A;86.9;A;0.82;A;59.98;A;18;A;-5.08;A;82.82;A;1017.42;A;0;A;18;A;21;A;740;A;0;A;250;A
14.02.2025 03:45;95.38;A;4213.87;A;4211.6;A;160.64;A;116.35;A;89.21;A;0.64;A;59.74;A;18;A;-5.2;A;82.78;A;1017.38;A;0;A;21;A;21;A;791;A;0;A;263.33;A
14.02.2025 04:00;95.38;A;4214.27;A;4211.93;A;154.1;A;107.73;A;89.34;A;0.58;A;59.98;A;18;A;-5.27;A;82.81;A;1017.38;A;0;A;21;A;21;A;798;A;0;A;193.33;A
14.02.2025 04:15;95.38;A;4213.93;A;4211.33;A;152.99;A;108.21;A;89.18;A;0.47;A;59.79;A;19;A;-5.39;A;82.35;A;1017.47;A;0;A;22;A;22;A;769;A;0;A;193.33;A
14.02.2025 04:30;95.38;A;4213.93;A;4211.67;A;150.57;A;105.3;A;86;A;0.61;A;60.18;A;19;A;-5.13;A;83.53;A;1017.44;A;0;A;20;A;22;A;702;A;0;A;256.67;A
14.02.2025 04:45;95.37;A;4214;A;4211.4;A;120.74;A;83.08;A;73.16;A;1.51;A;59.98;A;18;A;-4.6;A;84.52;A;1017.22;A;0;A;16;A;22;A;579;A;0;A;140;A
14.02.2025 05:00;95.37;A;4213.8;A;4211.73;A;110.17;A;75.83;A;66.78;A;1.82;A;59.96;A;18;A;-4.29;A;83.73;A;1017.08;A;0;A;13;A;22;A;511;A;0;A;246.67;A
14.02.2025 05:15;95.37;A;4213.87;A;4211.67;A;115.46;A;79.46;A;69.98;A;2.07;A;59.92;A;19;A;-3.96;A;83.56;A;1016.75;A;0;A;13;A;23;A;575;A;0;A;140;A
14.02.2025 05:30;95.37;A;4213.87;A;4211.67;A;117.93;A;81.15;A;71.47;A;2.14;A;59.9;A;19;A;-3.76;A;82.67;A;1016.6;A;0;A;15;A;23;A;665;A;0;A;140;A
14.02.2025 05:45;95.37;A;4213.73;A;4211.67;A;110.55;A;77.26;A;66.17;A;2.38;A;60.1;A;20;A;-3.49;A;83.22;A;1016.55;A;0;A;14;A;25;A;619;A;0;A;140;A
14.02.2025 06:00;95.37;A;4213.93;A;4212.07;A;88.05;A;60.65;A;53.42;A;3.24;A;60.1;A;21;A;-3.13;A;85.48;A;1016.29;A;0;A;11;A;25;A;363;A;0;A;133.33;A
14.02.2025 06:15;95.37;A;4213.87;A;4211.67;A;73.94;A;50.97;A;44.89;A;3.84;A;59.92;A;22;A;-2.85;A;86.18;A;1016.17;A;0;A;8;A;26;A;199;A;0.33;A;133.33;A
14.02.2025 06:30;95.37;A;4213.87;A;4211.93;A;68.21;A;47.04;A;41.43;A;3.98;A;60.03;A;22;A;-2.6;A;85.96;A;1016.27;A;0;A;6;A;25;A;142;A;0.33;A;133.33;A
14.02.2025 06:45;95.37;A;4213.67;A;4211.6;A;66.15;A;45.63;A;40.18;A;4.24;A;59.96;A;22;A;-2.28;A;85.3;A;1016.09;A;0;A;5;A;26;A;129;A;0;A;203.33;A
14.02.2025 07:00;95.37;A;4213.8;A;4211.8;A;65.65;A;45.28;A;39.88;A;4.45;A;59.99;A;22;A;-2;A;85.07;A;1016.2;A;0;A;5;A;25;A;124;A;0.33;A;103.33;A
14.02.2025 07:15;95.37;A;4213.8;A;4211.93;A;65.34;A;45.07;A;39.7;A;4.84;A;60.01;A;22;A;-1.73;A;85.56;A;1016.27;A;1;A;5;A;22;A;109;A;0;A;210;A
14.02.2025 07:30;95.37;A;4213.8;A;4211.93;A;63.97;A;44.13;A;38.87;A;5.04;A;59.97;A;23;A;-1.57;A;85.53;A;1016.12;A;0;A;4;A;23;A;105;A;0;A;206.67;A
14.02.2025 07:45;95.37;A;4213.8;A;4212.13;A;70.21;A;48.41;A;42.64;A;5.15;A;60.03;A;23;A;-1.38;A;85.34;A;1016.06;A;1;A;5;A;23;A;135;A;0.33;A;273.33;A
14.02.2025 08:00;95.37;A;4213.8;A;4212.07;A;66.81;A;46.08;A;40.58;A;5.24;A;60.02;A;21;A;-1.22;A;84.9;A;1015.93;A;3;A;5;A;18;A;107;A;0;A;333.33;A
14.02.2025 08:15;95.37;A;4214;A;4212.67;A;65.17;A;44.96;A;39.59;A;5.41;A;60;A;21;A;-0.94;A;84.35;A;1015.94;A;3;A;4;A;18;A;114;A;0;A;330;A
14.02.2025 08:30;95.36;A;4213.87;A;4212;A;67.27;A;46.4;A;40.86;A;5.64;A;60.04;A;20;A;-0.69;A;84.57;A;1015.81;A;3;A;5;A;17;A;133;A;0.33;A;200;A
14.02.2025 08:45;95.36;A;4213.8;A;4212.27;A;67.25;A;46.38;A;40.85;A;6.17;A;59.97;A;20;A;-0.26;A;84.75;A;1015.65;A;5;A;5;A;15;A;117;A;0.33;A;140;A
14.02.2025 09:00;95.36;A;4213.73;A;4211.87;A;65.75;A;45.35;A;39.94;A;6.43;A;59.97;A;20;A;0.18;A;83.75;A;1015.62;A;7;A;4;A;14;A;104;A;0;A;53.33;A
14.02.2025 09:15;95.36;A;4213.8;A;4212.27;A;63.23;A;43.62;A;38.42;A;6.77;A;60.02;A;21;A;0.74;A;82.99;A;1015.59;A;9;A;4;A;12;A;101;A;0;A;126.67;A
14.02.2025 09:30;95.36;A;4213.8;A;4212.93;A;57.35;A;39.59;A;34.87;A;7.25;A;59.91;A;21;A;1.65;A;80.58;A;1015.39;A;11;A;3;A;10;A;88;A;0.33;A;273.33;A
14.02.2025 09:45;95.36;A;4213.73;A;4212.67;A;52.78;A;36.75;A;31.83;A;7.62;A;59.89;A;22;A;2.46;A;78.13;A;1015.34;A;13;A;3;A;10;A;73;A;0;A;170;A
14.02.2025 10:00;95.36;A;4213.67;A;4212.73;A;56.34;A;41.14;A;29.29;A;8.11;A;59.01;A;22;A;3.39;A;74.33;A;1015.14;A;14;A;2;A;8;A;68;A;0.33;A;256.67;A
14.02.2025 10:15;95.21;A;4183.53;A;4178.93;A;58.36;A;41.82;A;27.68;A;8.98;A;56.35;A;23;A;4.04;A;71.61;A;1015.12;A;13;A;2;A;10;A;62;A;0.67;A;256.67;A
14.02.2025 10:30;95.12;A;4210.53;A;4211.53;A;54.86;A;39.92;A;26.46;A;9.75;A;54.16;A;24;A;4.47;A;70.12;A;1015.02;A;15;A;3;A;9;A;50;A;0.33;A;116.67;A
14.02.2025 10:45;95.21;A;4211.73;A;4212.4;A;53.31;A;38;A;25.41;A;10.27;A;52.6;A;25;A;4.89;A;68.84;A;1014.82;A;16;A;3;A;9;A;56;A;1;A;270;A
14.02.2025 11:00;95.26;A;4212.2;A;4212.67;A;51.07;A;36.29;A;24.4;A;10.69;A;51.45;A;25;A;5.37;A;66.76;A;1014.58;A;17;A;3;A;8;A;49;A;0.67;A;226.67;A
14.02.2025 11:15;95.3;A;4212.67;A;4213.07;A;50.54;A;35.76;A;24.06;A;11.17;A;50.07;A;25;A;5.89;A;64.84;A;1014.43;A;18;A;2;A;7;A;48;A;0;A;160;A
14.02.2025 11:30;95.32;A;4212.8;A;4213.33;A;48.69;A;35.95;A;24.26;A;11.59;A;48.9;A;26;A;6.1;A;63.94;A;1014.31;A;17;A;2;A;9;A;44;A;0.33;A;233.33;A
14.02.2025 11:45;95.33;A;4212.73;A;4212.93;A;52.83;A;36.51;A;24.94;A;11.82;A;48.25;A;26;A;6.19;A;63.84;A;1014.06;A;16;A;2;A;10;A;56;A;0.33;A;263.33;A
14.02.2025 12:00;95.34;A;4212.87;A;4212.93;A;52.73;A;37.87;A;24.79;A;11.94;A;47.93;A;26;A;6.3;A;63.39;A;1013.88;A;17;A;2;A;9;A;48;A;0.33;A;133.33;A
14.02.2025 12:15;95.35;A;4213;A;4213.67;A;45.98;A;32.46;A;22.1;A;11.97;A;47.95;A;27;A;6.45;A;63.06;A;1013.73;A;17;A;2;A;9;A;39;A;0;A;156.67;A
14.02.2025 12:30;95.35;A;4212.87;A;4213.33;A;41.93;A;29.14;A;20.01;A;12.06;A;47.67;A;27;A;6.64;A;62.26;A;1013.5;A;18;A;1;A;9;A;40;A;0;A;270;A
14.02.2025 12:45;95.35;A;4212.93;A;4213.2;A;39.37;A;27.62;A;18.87;A;12.18;A;47.38;A;28;A;6.7;A;62.01;A;1013.34;A;18;A;1;A;9;A;46;A;0.67;A;233.33;A
14.02.2025 13:00;95.36;A;4212.87;A;4213.33;A;39.12;A;26.54;A;18.16;A;12.22;A;47.43;A;28;A;6.71;A;62.31;A;1013.16;A;19;A;1;A;9;A;38;A;0.33;A;163.33;A
14.02.2025 13:15;95.36;A;4212.8;A;4213.47;A;35.48;A;25.82;A;17.61;A;12.29;A;47.65;A;28;A;7.01;A;61.73;A;1012.92;A;20;A;1;A;8;A;41;A;0.67;A;350;A
14.02.2025 13:30;95.32;A;4207.33;A;4206.73;A;38.21;A;26.11;A;17.87;A;12.43;A;47.56;A;28;A;7.11;A;61.68;A;1012.84;A;21;A;1;A;8;A;46;A;0.33;A;140;A
14.02.2025 13:45;95.3;A;4212.8;A;4213;A;37.21;A;26.44;A;17.63;A;12.53;A;47.75;A;28;A;7.19;A;61.86;A;1012.63;A;20;A;1;A;8;A;46;A;0;A;163.33;A
14.02.2025 14:00;95.32;A;4212.8;A;4213.13;A;35.31;A;26.66;A;17.52;A;12.62;A;47.75;A;28;A;7.24;A;62.22;A;1012.51;A;19;A;1;A;9;A;51;A;0.33;A;346.67;A
14.02.2025 14:15;95.34;A;4212.93;A;4213.67;A;35.43;A;24.37;A;16.75;A;12.7;A;47.92;A;29;A;7.37;A;62.05;A;1012.37;A;19;A;1;A;9;A;55;A;0.67;A;340;A
14.02.2025 14:30;95.34;A;4212.87;A;4213.13;A;33.83;A;23.29;A;15.8;A;12.79;A;47.71;A;29;A;7.57;A;61.2;A;1012.21;A;20;A;1;A;10;A;49;A;0.33;A;340;A
14.02.2025 14:45;95.35;A;4212.73;A;4213.47;A;29.59;A;20.39;A;14.17;A;12.9;A;47.57;A;29;A;7.59;A;61.58;A;1012.07;A;20;A;1;A;9;A;42;A;0;A;76.67;A
14.02.2025 15:00;95.35;A;4212.87;A;4213.07;A;28.57;A;20.27;A;13.7;A;12.99;A;47.45;A;30;A;7.73;A;61.07;A;1011.74;A;21;A;0;A;8;A;39;A;0.33;A;86.67;A
14.02.2025 15:15;95.36;A;4212.87;A;4213.07;A;27.51;A;20.05;A;13.43;A;13.1;A;47.23;A;30;A;7.85;A;60.57;A;1011.71;A;21;A;0;A;9;A;40;A;0;A;190;A
14.02.2025 15:30;95.36;A;4212.73;A;4212.87;A;26.85;A;18.68;A;12.84;A;13.18;A;46.68;A;31;A;7.92;A;59.65;A;1011.59;A;22;A;0;A;9;A;42;A;0.33;A;190;A
14.02.2025 15:45;95.36;A;4212.87;A;4213.47;A;23.49;A;16.42;A;11.33;A;13.26;A;45.41;A;32;A;7.93;A;57.71;A;1011.48;A;24;A;0;A;8;A;30;A;0;A;193.33;A
14.02.2025 16:00;95.36;A;4212.93;A;4213.73;A;25.84;A;15.99;A;10.73;A;13.28;A;44.48;A;33;A;7.9;A;56.99;A;1011.36;A;24;A;0;A;9;A;26;A;0;A;50;A
14.02.2025 16:15;95.36;A;4212.93;A;4213.6;A;24.69;A;16.59;A;10.86;A;13.24;A;44.36;A;33;A;7.83;A;56.98;A;1011.29;A;25;A;0;A;8;A;28;A;0;A;133.33;A
14.02.2025 16:30;95.36;A;4212.87;A;4213.47;A;24.2;A;16.86;A;11.33;A;13.17;A;44.39;A;34;A;7.74;A;57.35;A;1011.12;A;26;A;0;A;8;A;30;A;0;A;126.67;A
14.02.2025 16:45;95.36;A;4212.87;A;4213.53;A;25.09;A;17.54;A;12.13;A;13.11;A;44.51;A;34;A;7.65;A;57.52;A;1010.85;A;26;A;0;A;9;A;45;A;0;A;96.67;A
14.02.2025 17:00;95.36;A;4212.93;A;4213.73;A;25.22;A;17.31;A;12.25;A;13.01;A;44.74;A;35;A;7.54;A;58.04;A;1010.91;A;25;A;0;A;9;A;45;A;0;A;116.67;A
14.02.2025 17:15;95.36;A;4212.93;A;4213;A;24.05;A;17.15;A;11.89;A;12.9;A;45.21;A;34;A;7.41;A;58.85;A;1010.97;A;26;A;0;A;8;A;41;A;0;A;133.33;A
14.02.2025 17:30;95.19;A;4187.27;A;4184.93;A;23.41;A;16.74;A;11.79;A;12.81;A;45.78;A;34;A;7.35;A;59.74;A;1010.8;A;25;A;0;A;8;A;43;A;0;A;90;A
14.02.2025 17:45;95.16;A;4211.07;A;4211.87;A;26.21;A;17.9;A;12.08;A;12.69;A;46.39;A;33;A;7.2;A;60.36;A;1010.82;A;25;A;0;A;8;A;42;A;0;A;130;A
14.02.2025 18:00;95.23;A;4212;A;4212.67;A;25.16;A;18.15;A;12.64;A;12.53;A;46.74;A;32;A;7.01;A;61.2;A;1010.81;A;25;A;0;A;8;A;54;A;0;A;83.33;A
14.02.2025 18:15;95.27;A;4212.8;A;4213;A;27.69;A;20.81;A;14.81;A;12.39;A;47.4;A;33;A;6.89;A;62.42;A;1010.74;A;26;A;0;A;8;A;57;A;0;A;130;A
14.02.2025 18:30;95.3;A;4212.73;A;4212.47;A;32.46;A;23.96;A;16.68;A;12.28;A;48.97;A;34;A;6.8;A;64.71;A;1010.92;A;25;A;0;A;8;A;69;A;0;A;113.33;A
14.02.2025 18:45;95.32;A;4212.8;A;4213.53;A;33.37;A;24.57;A;17.11;A;12.17;A;50.7;A;34;A;6.73;A;66.54;A;1010.77;A;26;A;0;A;7;A;65;A;0;A;110;A
14.02.2025 19:00;95.3;A;4199.73;A;4197.53;A;34.02;A;25.09;A;17.87;A;12.09;A;51.54;A;34;A;6.64;A;67.17;A;1010.45;A;26;A;0;A;7;A;70;A;0;A;123.33;A
14.02.2025 19:15;95.07;A;4192.4;A;4190.27;A;30.13;A;22.92;A;16.33;A;12;A;51.98;A;33;A;6.5;A;68.17;A;1010.39;A;26;A;0;A;7;A;61;A;0;A;166.67;A
14.02.2025 19:30;95.12;A;4210.6;A;4211.47;A;30.85;A;23.25;A;16.02;A;11.86;A;52.71;A;33;A;6.38;A;69.17;A;1010.27;A;27;A;0;A;6;A;55;A;0;A;103.33;A
14.02.2025 19:45;95.21;A;4211.87;A;4212.13;A;29.54;A;22.76;A;16.17;A;11.78;A;53.58;A;34;A;6.36;A;70.26;A;1010.08;A;28;A;0;A;6;A;52;A;0;A;136.67;A
14.02.2025 20:00;95.26;A;4212.53;A;4213;A;31.87;A;24.1;A;16.6;A;11.7;A;54.37;A;34;A;6.29;A;70.99;A;1009.97;A;28;A;0;A;6;A;54;A;0.33;A;130;A
14.02.2025 20:15;95.29;A;4212.87;A;4212.67;A;28.32;A;22.25;A;16.08;A;11.66;A;54.66;A;34;A;6.22;A;71.46;A;1009.88;A;28;A;0;A;6;A;49;A;0;A;120;A
14.02.2025 20:30;95.31;A;4212.8;A;4212.87;A;29.8;A;22.41;A;15.43;A;11.59;A;54.91;A;33;A;6.19;A;71.74;A;1009.88;A;27;A;0;A;6;A;43;A;1;A;280;A
14.02.2025 20:45;95.33;A;4212.87;A;4213.13;A;30.57;A;22.35;A;15.51;A;11.55;A;55.34;A;32;A;6.14;A;72.48;A;1009.85;A;26;A;0;A;6;A;47;A;0;A;80;A
14.02.2025 21:00;95.33;A;4206.07;A;4204.73;A;33.22;A;24.14;A;16.31;A;11.5;A;56.06;A;33;A;6;A;73.71;A;1009.82;A;27;A;0;A;6;A;51;A;0.33;A;243.33;A
14.02.2025 21:15;95.14;A;4190.13;A;4187.47;A;35.05;A;26.32;A;17.58;A;11.41;A;57.13;A;32;A;5.85;A;75.53;A;1009.77;A;26;A;0;A;6;A;54;A;0;A;133.33;A
14.02.2025 21:30;95.17;A;4211.2;A;4211.93;A;36.38;A;27.41;A;18.78;A;11.29;A;58.89;A;32;A;5.74;A;78.12;A;1009.72;A;26;A;0;A;7;A;57;A;0;A;150;A
14.02.2025 21:45;95.23;A;4211.93;A;4212.47;A;33.85;A;23.66;A;20.53;A;11.61;A;60.11;A;31;A;5.6;A;81.23;A;1009.67;A;26;A;0;A;5;A;60;A;0;A;123.33;A
14.02.2025 22:00;95.28;A;4212.87;A;4212.6;A;35.1;A;24.32;A;21.42;A;12.18;A;60.2;A;31;A;5.52;A;84.68;A;1009.6;A;26;A;0;A;5;A;62;A;0;A;106.67;A
14.02.2025 22:15;95.3;A;4212.87;A;4213.07;A;37.23;A;25.79;A;22.71;A;12.55;A;59.97;A;30;A;5.44;A;85.92;A;1009.53;A;24;A;0;A;6;A;64;A;0;A;123.33;A
14.02.2025 22:30;95.32;A;4212.8;A;4212.93;A;39.01;A;27.01;A;23.79;A;12.56;A;60.05;A;29;A;5.37;A;86.69;A;1009.33;A;23;A;0;A;6;A;65;A;0;A;56.67;A
14.02.2025 22:45;95.33;A;4212.87;A;4213.07;A;40.76;A;28.21;A;24.84;A;12.62;A;59.97;A;28;A;5.33;A;87.02;A;1009.18;A;23;A;0;A;5;A;65;A;0;A;100;A
14.02.2025 23:00;95.34;A;4212.8;A;4212.67;A;40.99;A;28.37;A;24.98;A;12.64;A;60.01;A;29;A;5.46;A;86.68;A;1008.91;A;23;A;0;A;5;A;66;A;0;A;193.33;A
14.02.2025 23:15;95.34;A;4212.87;A;4212.67;A;43.35;A;29.98;A;26.41;A;12.81;A;60.06;A;29;A;5.63;A;86.94;A;1008.83;A;24;A;0;A;5;A;68;A;0;A;130;A
14.02.2025 23:30;95.35;A;4212.8;A;4212.4;A;44.01;A;30.44;A;26.81;A;13.07;A;59.99;A;28;A;5.71;A;87.73;A;1008.59;A;23;A;0;A;5;A;72;A;0.33;A;190;A
14.02.2025 23:45;95.35;A;4212.87;A;4212.67;A;44.76;A;30.95;A;27.26;A;13.27;A;60.02;A;28;A;5.8;A;88.34;A;1008.56;A;23;A;0;A;5;A;73;A;0;A;146.67;A
15.02.2025 00:00;95.35;A;4213;A;4212.87;A;45.92;A;31.75;A;27.96;A;13.5;A;59.98;A;28;A;5.84;A;88.92;A;1008.46;A;23;A;0;A;5;A;78;A;0;A;113.33;A
15.02.2025 00:15;95.35;A;4212.87;A;4213.07;A;45.42;A;31.4;A;27.66;A;13.5;A;59.99;A;28;A;5.88;A;88.67;A;1008.34;A;23;A;0;A;5;A;77;A;0.33;A;126.67;A
15.02.2025 00:30;95.35;A;4213;A;4212.87;A;45.54;A;31.48;A;27.73;A;13.39;A;59.97;A;28;A;5.97;A;87.7;A;1008.28;A;23;A;0;A;5;A;79;A;0.33;A;53.33;A
15.02.2025 00:45;95.35;A;4212.87;A;4213.27;A;45.85;A;31.7;A;27.92;A;13.31;A;59.96;A;27;A;5.98;A;87.22;A;1008.18;A;22;A;0;A;5;A;80;A;0;A;93.33;A
15.02.2025 01:00;95.35;A;4212.87;A;4212.73;A;44.9;A;31.05;A;27.34;A;13.25;A;60.05;A;27;A;5.93;A;87.46;A;1007.97;A;22;A;0;A;5;A;80;A;0;A;86.67;A
15.02.2025 01:15;95.35;A;4212.93;A;4213.13;A;44.09;A;30.49;A;26.86;A;13.46;A;60.01;A;26;A;5.81;A;88.83;A;1007.87;A;20;A;0;A;6;A;85;A;0;A;130;A
15.02.2025 01:30;95.35;A;4213;A;4212.93;A;44.03;A;30.45;A;26.82;A;13.42;A;59.99;A;26;A;5.83;A;88.8;A;1007.74;A;19;A;0;A;6;A;88;A;0.33;A;263.33;A
15.02.2025 01:45;95.35;A;4212.93;A;4212.6;A;44.54;A;30.8;A;27.13;A;13.46;A;60.06;A;25;A;5.74;A;89.38;A;1007.51;A;18;A;0;A;7;A;91;A;0;A;200;A
15.02.2025 02:00;95.35;A;4213;A;4213.07;A;42.98;A;29.73;A;26.18;A;13.5;A;60.01;A;24;A;5.72;A;89.82;A;1007.38;A;17;A;0;A;7;A;89;A;0;A;190;A
15.02.2025 02:15;95.35;A;4213.07;A;4213.47;A;41.16;A;28.48;A;25.08;A;13.53;A;59.96;A;24;A;5.72;A;89.96;A;1007.18;A;17;A;1;A;7;A;86;A;0;A;160;A
15.02.2025 02:30;95.35;A;4212.93;A;4212.93;A;39.08;A;27.05;A;23.83;A;13.56;A;60.03;A;24;A;5.67;A;90.59;A;1006.93;A;17;A;1;A;8;A;89;A;0.33;A;330;A
15.02.2025 02:45;95.34;A;4212.87;A;4212.93;A;38.77;A;26.84;A;23.64;A;13.67;A;59.99;A;24;A;5.64;A;91;A;1006.69;A;15;A;1;A;9;A;91;A;0;A;266.67;A
15.02.2025 03:00;95.34;A;4212.93;A;4212.73;A;40.96;A;28.35;A;24.97;A;13.69;A;59.99;A;24;A;5.65;A;91.29;A;1006.47;A;14;A;0;A;9;A;91;A;0;A;270;A
15.02.2025 03:15;95.34;A;4212.93;A;4212.93;A;42.67;A;29.52;A;26;A;13.72;A;60.04;A;24;A;5.64;A;91.53;A;1006.37;A;13;A;0;A;11;A;94;A;0;A;333.33;A
15.02.2025 03:30;95.34;A;4212.87;A;4213.27;A;42.45;A;29.36;A;25.86;A;13.74;A;60.05;A;24;A;5.64;A;91.94;A;1006.27;A;11;A;0;A;13;A;94;A;0;A;263.33;A
15.02.2025 03:45;95.34;A;4212.87;A;4212.6;A;43.49;A;30.08;A;26.49;A;13.78;A;59.95;A;21;A;5.56;A;91.98;A;1006.1;A;13;A;1;A;9;A;93;A;0;A;116.67;A
15.02.2025 04:00;95.34;A;4213.07;A;4213.2;A;43.39;A;30.01;A;26.43;A;13.71;A;59.81;A;20;A;5.5;A;91;A;1006.1;A;14;A;1;A;7;A;106;A;0.33;A;160;A
15.02.2025 04:15;95.34;A;4213.13;A;4213.4;A;37.4;A;25.9;A;22.81;A;12.78;A;59.92;A;20;A;5.12;A;88.9;A;1006.02;A;16;A;1;A;5;A;110;A;0.67;A;350;A
15.02.2025 04:30;95.34;A;4213.07;A;4213.2;A;36.55;A;25.32;A;22.3;A;12.39;A;60.04;A;21;A;4.82;A;89.24;A;1005.91;A;16;A;2;A;5;A;109;A;0.67;A;340;A
15.02.2025 04:45;95.34;A;4213;A;4213.2;A;36.98;A;25.62;A;22.56;A;12.33;A;60.06;A;19;A;4.58;A;90.02;A;1005.91;A;14;A;2;A;5;A;118;A;0;A;333.33;A
15.02.2025 05:00;95.34;A;4213;A;4212.6;A;38.12;A;26.4;A;23.25;A;12.24;A;59.98;A;18;A;4.39;A;90.57;A;1005.96;A;13;A;2;A;5;A;118;A;0.33;A;330;A
15.02.2025 05:15;95.34;A;4213.27;A;4213;A;30.26;A;21.01;A;18.5;A;11.51;A;59.92;A;18;A;3.89;A;88.35;A;1006.15;A;14;A;2;A;4;A;122;A;0.33;A;150;A
15.02.2025 05:30;95.34;A;4213.47;A;4212.87;A;26.01;A;18.09;A;15.94;A;10.7;A;60.06;A;18;A;3.27;A;88.28;A;1006.18;A;13;A;2;A;5;A;125;A;0.67;A;343.33;A
15.02.2025 05:45;95.34;A;4213.6;A;4212.27;A;29;A;20.14;A;17.74;A;10.34;A;60.01;A;18;A;2.79;A;88.99;A;1006.21;A;13;A;2;A;5;A;128;A;0;A;160;A
15.02.2025 06:00;95.34;A;4213.53;A;4212.53;A;33.45;A;23.2;A;20.43;A;10;A;59.99;A;16;A;2.39;A;89.68;A;1006.22;A;11;A;3;A;5;A;136;A;0;A;266.67;A
15.02.2025 06:15;95.33;A;4213.8;A;4212.93;A;36.01;A;24.95;A;21.98;A;9.89;A;60.05;A;17;A;2.19;A;90.54;A;1006.33;A;12;A;3;A;5;A;151;A;0;A;326.67;A
15.02.2025 06:30;95.33;A;4213.4;A;4212.53;A;35.44;A;24.56;A;21.63;A;9.83;A;60;A;16;A;2.04;A;91;A;1006.37;A;11;A;3;A;5;A;161;A;0;A;96.67;A
15.02.2025 06:45;95.33;A;4213.53;A;4212.47;A;38.93;A;26.95;A;23.74;A;9.8;A;60.03;A;16;A;1.96;A;91.43;A;1006.41;A;11;A;3;A;6;A;203;A;0;A;96.67;A
15.02.2025 07:00;95.33;A;4213.4;A;4212.4;A;30.22;A;20.98;A;18.48;A;9.74;A;60.01;A;16;A;1.9;A;91.48;A;1006.6;A;10;A;3;A;6;A;207;A;0;A;196.67;A
15.02.2025 07:15;95.33;A;4213.6;A;4212.73;A;33.12;A;22.97;A;20.23;A;9.74;A;59.99;A;16;A;1.87;A;91.73;A;1006.81;A;9;A;4;A;7;A;233;A;0;A;230;A
15.02.2025 07:30;95.33;A;4213.53;A;4212.33;A;32.22;A;22.35;A;19.69;A;9.71;A;60.01;A;16;A;1.86;A;91.66;A;1006.95;A;10;A;3;A;6;A;228;A;0;A;183.33;A
15.02.2025 07:45;95.33;A;4213.47;A;4212.47;A;30.29;A;21.03;A;18.52;A;9.56;A;59.91;A;17;A;1.79;A;90.9;A;1007.31;A;10;A;4;A;6;A;242;A;0.33;A;123.33;A
15.02.2025 08:00;95.32;A;4213.67;A;4212.47;A;33.23;A;23.04;A;20.3;A;9.36;A;60.03;A;16;A;1.66;A;90.9;A;1007.37;A;10;A;4;A;7;A;268;A;1;A;133.33;A
15.02.2025 08:15;95.32;A;4213.73;A;4213.2;A;38.2;A;26.45;A;23.3;A;9.21;A;59.88;A;17;A;1.48;A;90.27;A;1007.57;A;10;A;4;A;7;A;268;A;0.33;A;116.67;A
15.02.2025 08:30;95.32;A;4213.67;A;4212.6;A;45.66;A;31.57;A;27.8;A;8.7;A;60.01;A;18;A;1.17;A;89.61;A;1007.9;A;13;A;3;A;6;A;240;A;1;A;130;A
15.02.2025 08:45;95.32;A;4213.73;A;4212.07;A;52.74;A;36.43;A;32.08;A;8.48;A;59.98;A;18;A;0.96;A;90.13;A;1008.19;A;12;A;3;A;6;A;242;A;0.33;A;126.67;A
